,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
36,"Lonely Together (feat. Rita Ora)",Avicii,10747524,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
37,"No Limit",G-Eazy,10487594,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
38,"Mi Gente","J Balvin",10479290,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
39,"Se Preparó",Ozuna,10373678,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
40,"Me Rehúso","Danny Ocean",10131735,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
41,"Man's Not Hot","Big Shaq",10094588,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
42,"Feel It Still","Portugal. The Man",10086241,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
43,"Sorry Not Sorry","Demi Lovato",9832068,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
44,Mayores,"Becky G",9712552,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
45,Anywhere,"Rita Ora",9563280,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
46,"Plain Jane","A$AP Ferg",9489353,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
47,Attention,"Charlie Puth",9004369,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
48,"Perro Fiel (feat. Nicky Jam)",Shakira,8688222,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL
49,"I Like Me Better",Lauv,8580568,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
50,"Havana - Remix","Camila Cabello",8348340,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
51,"It's Beginning To Look A Lot Like Christmas","Michael Bublé",8172327,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
52,HUMBLE.,"Kendrick Lamar",8163988,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
53,Corazón,Maluma,7906423,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
54,"Friends (with BloodPop®)","Justin Bieber",7804067,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
55,Betrayed,"Lil Xan",7758555,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
56,"All Falls Down","Alan Walker",7745029,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
57,MotorSport,Migos,7650564,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
58,"Santa Tell Me","Ariana Grande",7521462,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
59,"Look What You Made Me Do","Taylor Swift",7498599,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il
60,"Tip Toe (feat. French Montana)","Jason Derulo",7487540,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
61,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",7465132,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
62,"So Far Away","Martin Garrix",7389963,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
63,"Jocelyn Flores",XXXTENTACION,7389022,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
64,"Something Just Like This","The Chainsmokers",7329437,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
65,"Que Va","Alex Sensation",7199837,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
66,"More Than You Know","Axwell /\ Ingrosso",7191442,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
67,Believer,"Imagine Dragons",7151470,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
68,"Do They Know It's Christmas? - 1984 Version","Band Aid",7058670,https://open.spotify.com/track/1hvpDAxZPKjKztOc72sv06
69,"Bodak Yellow","Cardi B",7054233,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
70,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",7002280,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
71,"I Get The Bag (feat. Migos)","Gucci Mane",6993979,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
72,"Glorious (feat. Skylar Grey)",Macklemore,6989219,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
73,Mistletoe,"Justin Bieber",6944413,https://open.spotify.com/track/32OWobmyAz8J2qA8iWekyS
74,"Rockin' Around The Christmas Tree - Single Version","Brenda Lee",6903809,https://open.spotify.com/track/3T7dNA7O8c3Axj5WyDNcH3
75,"Báilame - Remix",Nacho,6851184,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
76,"Despacito - Remix","Luis Fonsi",6808557,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
77,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",6670303,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
78,"Bad At Love",Halsey,6643969,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
79,"Felices los 4",Maluma,6599411,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
80,"Walk On Water (feat. Beyoncé)",Eminem,6577789,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ
81,"Suena El Dembow","Joey Montana",6571492,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI
82,Bonita,"J Balvin",6570509,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v
83,"BUTTERFLY EFFECT","Travis Scott",6526972,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
84,"There's Nothing Holdin' Me Back","Shawn Mendes",6476484,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
85,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,6463627,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
86,"It's the Most Wonderful Time of the Year","Andy Williams",6379466,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
87,"Escápate Conmigo (feat. Ozuna)",Wisin,6329467,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
88,Wait,"Maroon 5",6319899,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
89,goosebumps,"Travis Scott",6260483,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
90,"Ghostface Killers","21 Savage",6257565,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
91,Location,Khalid,6235566,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
92,"Say You Won't Let Go","James Arthur",6188580,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
93,"Robarte un Beso","Carlos Vives",6171181,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
94,"What About Us",P!nk,6127948,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
95,"Mi Gente (feat. Beyoncé)","J Balvin",6056340,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
96,Vuelve,"Daddy Yankee",6012678,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv
97,"...Ready For It?","Taylor Swift",5948940,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5
98,"A Different Way (with Lauv)","DJ Snake",5897377,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
99,Feels,"Calvin Harris",5831657,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
100,"Strip That Down","Liam Payne",5759281,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
101,"Happy Xmas (War Is Over) - Remastered","John Lennon",5692159,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
102,Naked,"James Arthur",5650491,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
103,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",5643038,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
104,"Good Old Days (feat. Kesha)",Macklemore,5559995,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
105,"Go Flex","Post Malone",5548383,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
106,"Wanted You (feat. Lil Uzi Vert)",NAV,5495061,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
107,Mama,"Jonas Blue",5470844,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
108,"Jingle Bell Rock","Anita Kerr Singers",5464411,https://open.spotify.com/track/4IdXngKo4g5exqZ0fQTecu
109,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,5460388,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
110,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",5434911,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
111,"Galway Girl","Ed Sheeran",5386643,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
112,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",5382682,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
113,"Without You (feat. Sandro Cavazza)",Avicii,5344790,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
114,"Symphony (feat. Zara Larsson)","Clean Bandit",5302619,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
115,"White Christmas","Bing Crosby",5249850,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
116,"That's What I Like","Bruno Mars",5249730,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
117,"Too Much To Ask","Niall Horan",5194191,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
118,SUTRA,"Sebastian Yatra",5181369,https://open.spotify.com/track/5TmZYdHW6HJ9gt7Aokuql5
119,"Let It Snow! Let It Snow! Let It Snow!","Frank Sinatra",5174506,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
120,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",5158498,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
121,Gorgeous,"Taylor Swift",5144172,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA
122,"LOVE. FEAT. ZACARI.","Kendrick Lamar",5121695,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
123,"Mask Off",Future,5105477,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
124,"Bella y Sensual","Romeo Santos",5076012,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
125,"Una Lady Como Tú","Manuel Turizo",5076004,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
126,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",5018541,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
127,Photograph,"Ed Sheeran",5013658,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
128,"Sky Walker",Miguel,5006863,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
129,"End Game","Taylor Swift",4974045,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
130,"Homemade Dynamite - REMIX",Lorde,4939876,https://open.spotify.com/track/2rE9TX3VQ0WNt7kziFhKep
131,"Dirty Sexy Money (feat. Charli XCX & French Montana)","David Guetta",4932241,https://open.spotify.com/track/0tPQPaOKM32WgMSbPCYyRH
132,"Slippery (feat. Gucci Mane)",Migos,4871437,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
133,"Slow Hands","Niall Horan",4859071,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
134,"It Ain't Me (with Selena Gomez)",Kygo,4848920,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
135,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",4815149,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
136,Closer,"The Chainsmokers",4806596,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
137,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",4802761,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
138,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",4796704,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
139,"Ahora Dice","Chris Jeday",4792800,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy
140,"Feliz Navidad","José Feliciano",4780300,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
141,"Driving Home For Christmas","Chris Rea",4750671,https://open.spotify.com/track/0ZoHHROTzwIYeNAHRPedTY
142,Redbone,"Childish Gambino",4709198,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
143,"White Iverson","Post Malone",4689782,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
144,"Thinking Out Loud","Ed Sheeran",4674871,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
145,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4667174,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
146,"3 A.M.","Jesse & Joy",4666386,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu
147,"Whatever It Takes","Imagine Dragons",4570475,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
148,Starboy,"The Weeknd",4564212,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
149,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",4558974,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
150,"Stay (with Alessia Cara)",Zedd,4481874,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
151,"Reggaetón Lento (Remix)",CNCO,4477925,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF
152,"Tú Foto",Ozuna,4424553,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf
153,"Bedroom Floor","Liam Payne",4415713,https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ
154,"Wonderful Christmastime - Remastered 2011 / Edited Version","Paul McCartney",4402758,https://open.spotify.com/track/4gavOCQdZ2g86gkvi17FM7
155,"2U (feat. Justin Bieber)","David Guetta",4378366,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
156,"Feels Great (feat. Fetty Wap & CVBZ)","Cheat Codes",4355396,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN
157,"I Did Something Bad","Taylor Swift",4352536,https://open.spotify.com/track/4svZDCRz4cJoneBpjpx8DJ
158,Issues,"Julia Michaels",4351681,https://open.spotify.com/track/6D0b04NJIKfEMg040WioJQ
159,Explícale,Yandel,4350189,https://open.spotify.com/track/1LszjjoVwDDZcWUQbzeDLG
160,Chambea,"Bad Bunny",4347649,https://open.spotify.com/track/6ElmxV9B2mSNscEjP27M7i
161,"Your Song","Rita Ora",4335074,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
162,GUMMO,6ix9ine,4323019,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1
163,"Get It Right (feat. MØ)",Diplo,4310692,https://open.spotify.com/track/68m6iwhKElLTBaGRG1LLwE
164,Happier,"Ed Sheeran",4283074,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
165,"Miss You","Louis Tomlinson",4280976,https://open.spotify.com/track/3zxrecYFao03IrrcyFiaMU
166,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",4280177,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
167,DNA.,"Kendrick Lamar",4253397,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
168,"No Promises (feat. Demi Lovato)","Cheat Codes",4253346,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
169,"One Dance",Drake,4240510,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
170,"El Farsante",Ozuna,4223052,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ
171,Passionfruit,Drake,4153832,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
172,"Tell Me You Love Me","Demi Lovato",4151253,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
173,New,Daya,4142191,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK
174,Pray,"Sam Smith",4115212,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
175,"Don’t Blame Me","Taylor Swift",4109768,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
176,"Castle on the Hill","Ed Sheeran",4105508,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
177,"Was Du Liebe nennst",Bausa,4105394,https://open.spotify.com/track/4hKWUzhQWsOkgT6LnDEASe
178,Questions,"Chris Brown",4092714,https://open.spotify.com/track/3ojTJaonfkL96iIWa47SU3
179,"Scared to Be Lonely","Martin Garrix",4080503,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
180,"I Feel It Coming","The Weeknd",4075809,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
181,"Stranger Things",Kygo,4068265,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph
182,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",4023662,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
183,Delicate,"Taylor Swift",4023142,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
184,"The Christmas Song (Merry Christmas To You)","Nat King Cole",4007177,https://open.spotify.com/track/5humEOJehpAwMJEJmb0JJ2
185,"Call It What You Want","Taylor Swift",3986295,https://open.spotify.com/track/1GwMQaZz6Au3QLDbjbMdme
186,"Rubbin Off The Paint","YBN Nahmir",3983619,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj
187,"Hey DJ",CNCO,3948787,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl
188,"Everybody Dies In Their Nightmares",XXXTENTACION,3941640,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
189,"Have Yourself A Merry Little Christmas","Sam Smith",3920340,https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E
190,"Save That Shit","Lil Peep",3919650,https://open.spotify.com/track/6sn8WaooLLVhQvU96wtEAm
191,"Holly Jolly Christmas","Michael Bublé",3913945,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
192,"A Holly Jolly Christmas - Single Version","Burl Ives",3899030,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
193,"Look At Me!",XXXTENTACION,3886812,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
194,"Merry Christmas Everyone - Remastered","Shakin' Stevens",3862143,https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB
195,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",3837253,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
196,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",3826255,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA
197,"Como Antes",Yandel,3826032,https://open.spotify.com/track/5YzA563GXTuwQaRq24z1k5
198,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3813060,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
199,"There for You","Martin Garrix",3810951,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
200,"Blue Christmas","Elvis Presley",3803870,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
