,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
43,Believer,"Imagine Dragons",9373108,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
44,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",9341555,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
45,"2U (feat. Justin Bieber)","David Guetta",9340132,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
46,Stargazing,Kygo,9199134,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
47,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",9152623,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
48,"Too Much To Ask","Niall Horan",9152059,https://open.spotify.com/track/3hRZsdTF5uyGA2uhNqEuhm
49,"Something Just Like This","The Chainsmokers",9076238,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
50,"Se Preparó",Ozuna,9037398,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
51,Mayores,"Becky G",8924855,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
52,Bonita,"J Balvin",8913330,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v
53,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",8756018,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
54,"...Ready For It?","Taylor Swift",8104874,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM
55,"BUTTERFLY EFFECT","Travis Scott",7780413,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
56,"Reggaetón Lento (Remix)",CNCO,7716858,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
57,Questions,"Chris Brown",7503136,https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu
58,"Báilame - Remix",Nacho,7344943,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
59,"Escápate Conmigo",Wisin,7320083,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
60,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",7246449,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
61,"Your Song","Rita Ora",7146108,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
62,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,7114117,https://open.spotify.com/track/69Naniu2KjKjaQOBUagE8U
63,Location,Khalid,7070931,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
64,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",6997242,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
65,"Una Lady Como Tú","Manuel Turizo",6947058,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
66,"I Get The Bag (feat. Migos)","Gucci Mane",6839857,https://open.spotify.com/track/1HTtUBEY3tuw2btgwwI2Ja
67,Criminal,"Natti Natasha",6828882,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te
68,"Robarte un Beso","Carlos Vives",6827496,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T
69,"Good Old Days (feat. Kesha)",Macklemore,6780770,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
70,goosebumps,"Travis Scott",6740586,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
71,DNA,BTS,6687342,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
72,"Gucci Gang","Lil Pump",6611744,https://open.spotify.com/track/6foxplXS0YEq8cO374Lty4
73,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,6606878,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
74,"Slow Hands","Niall Horan",6588149,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
75,"There for You","Martin Garrix",6327602,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
76,"Say You Won't Let Go","James Arthur",6267482,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
77,"Rich Love (with Seeb)",OneRepublic,6253551,https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD
78,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",6181150,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
79,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",6161080,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
80,"Symphony (feat. Zara Larsson)","Clean Bandit",6093321,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
81,"Que Va","Alex Sensation",6039194,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
82,"Love Galore",SZA,6038218,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
83,"Would You Ever",Skrillex,5956371,https://open.spotify.com/track/57p8CBvPOxrvyCbn6ttl5r
84,"Ahora Dice","Chris Jeday",5950345,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy
85,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",5919083,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
86,"Mask Off",Future,5854450,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
87,"Rake It Up","Yo Gotti",5813454,https://open.spotify.com/track/6c7D34787LOtPm8tzhsLgH
88,"Tú Foto",Ozuna,5759771,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf
89,"It Ain't Me (with Selena Gomez)",Kygo,5742286,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
90,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",5739379,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
91,"A Different Way (with Lauv)","DJ Snake",5730006,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
92,"Go Flex","Post Malone",5646522,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
93,Malibu,"Miley Cyrus",5631277,https://open.spotify.com/track/1UZOjK1BwmwWU14Erba9CZ
94,"That's What I Like","Bruno Mars",5620842,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
95,"Everybody Dies In Their Nightmares",XXXTENTACION,5562257,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
96,Redbone,"Childish Gambino",5466973,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
97,"No Promises (feat. Demi Lovato)","Cheat Codes",5465566,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
98,"Galway Girl","Ed Sheeran",5432104,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
99,"If I'm Lucky","Jason Derulo",5411944,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh
100,"Slippery (feat. Gucci Mane)",Migos,5374689,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
101,"Stay (with Alessia Cara)",Zedd,5251125,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
102,DNA.,"Kendrick Lamar",5232052,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
103,Closer,"The Chainsmokers",5208839,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
104,OK,"Robin Schulz",5181840,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
105,"Suena El Dembow","Joey Montana",5140695,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI
106,"Bad At Love",Halsey,5104349,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
107,"Hey DJ",CNCO,5071418,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl
108,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,5005479,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
109,"Krippy Kush",Farruko,4986832,https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9
110,Explícale,Yandel,4968126,https://open.spotify.com/track/1LszjjoVwDDZcWUQbzeDLG
111,"White Iverson","Post Malone",4954049,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
112,"El Farsante",Ozuna,4917698,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ
113,Transportin',"Kodak Black",4896071,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn
114,OMG,"Camila Cabello",4702240,https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp
115,Magnolia,"Playboi Carti",4695318,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
116,"Swish Swish","Katy Perry",4632903,https://open.spotify.com/track/2kVHAQKVtczchKctctzbtK
117,"Fetish (feat. Gucci Mane)","Selena Gomez",4632673,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
118,Issues,"Julia Michaels",4628923,https://open.spotify.com/track/0xG0SHshCStMEyNbNC5d4k
119,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",4625046,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
120,"Bella y Sensual","Romeo Santos",4614229,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
121,Passionfruit,Drake,4594905,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
122,Starboy,"The Weeknd",4568321,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
123,"The Race",Tay-K,4560570,https://open.spotify.com/track/5RCfvwDewu6p2x1mEI6smX
124,"One Dance",Drake,4506065,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
125,Photograph,"Ed Sheeran",4487029,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
126,Praying,Kesha,4421175,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
127,"Look At Me!",XXXTENTACION,4407825,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18
128,Instruction,"Jax Jones",4338223,https://open.spotify.com/track/2ytH5wDuqhgLTiDVYioteq
129,"Thinking Out Loud","Ed Sheeran",4337574,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
130,"Scared to Be Lonely","Martin Garrix",4255529,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
131,"do re mi (feat. Gucci Mane)",Blackbear,4237797,https://open.spotify.com/track/53mrVsi49rLHIaKBiSvElG
132,"I Feel It Coming","The Weeknd",4228045,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
133,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",4181904,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
134,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",4167044,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
135,"Loco Enamorado","Abraham Mateo",4151512,https://open.spotify.com/track/4N1c5rmWOzRmB9SMacr5wB
136,"Plain Jane","A$AP Ferg",4134897,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
137,"Otra Vez (feat. J Balvin)","Zion & Lennox",4122483,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
138,"LOVE. FEAT. ZACARI.","Kendrick Lamar",4119291,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
139,"Sign of the Times","Harry Styles",4092370,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
140,"Most Girls","Hailee Steinfeld",4092072,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
141,Slide,"Calvin Harris",4075606,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
142,"It's A Vibe","2 Chainz",4073894,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
143,"The Last Of The Real Ones","Fall Out Boy",4068904,https://open.spotify.com/track/7cQMJ0wDqVS5iM0JIvP6Ay
144,"Body Like A Back Road","Sam Hunt",4052216,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
145,"Relationship (feat. Future)","Young Thug",4025893,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
146,"Lose Yourself - Soundtrack Version",Eminem,4025715,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ
147,"3 A.M.","Jesse & Joy",4023294,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu
148,"Mr. Brightside","The Killers",4003004,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
149,"Ahora Me Llama","Karol G",3948838,https://open.spotify.com/track/61HHDBLqF3AmSvLfHKNGd2
150,"Candy Paint","Post Malone",3941267,https://open.spotify.com/track/4wdZdkEugVVorAfzqRqC6N
151,"Castle on the Hill","Ed Sheeran",3903142,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
152,"Wonderwall - Remastered",Oasis,3893380,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
153,"Si Tú La Ves","Nicky Jam",3860525,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE
154,"Como Antes",Yandel,3847374,https://open.spotify.com/track/5YzA563GXTuwQaRq24z1k5
155,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",3844197,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
156,"Crying in the Club","Camila Cabello",3834060,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
157,"iSpy (feat. Lil Yachty)",KYLE,3815698,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
158,"Curve (feat. The Weeknd)","Gucci Mane",3814700,https://open.spotify.com/track/1tp1xMJ1uaOktksskS0Fzs
159,"La Rompe Corazones","Daddy Yankee",3802429,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3
160,"The Scientist",Coldplay,3795147,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
161,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",3789405,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
162,Paris,"The Chainsmokers",3780676,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
163,"Treat You Better","Shawn Mendes",3758273,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
164,"Bad Liar","Selena Gomez",3738018,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
165,"In The End","Linkin Park",3733085,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
166,"Let Me Love You","DJ Snake",3706770,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
167,"Sauce It Up","Lil Uzi Vert",3699006,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
168,Signs,Drake,3697586,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO
169,"'Till I Collapse",Eminem,3683226,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT
170,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,3677826,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
171,"Me Llamas (feat. Maluma) - Remix","Piso 21",3668075,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
172,"Solo Dance","Martin Jensen",3642453,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
173,Happier,"Ed Sheeran",3640544,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
174,"Don't Let Me Down","The Chainsmokers",3582401,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
175,"I Just Can't",R3HAB,3577937,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS
176,"Sigo Extrañándote","J Balvin",3572258,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8
177,"The Spectre","Alan Walker",3560748,https://open.spotify.com/track/2DGa7iaidT5s0qnINlwMjJ
178,"Perplexing Pegasus","Rae Sremmurd",3556464,https://open.spotify.com/track/2nYwV62UABTH0NanrwVIdQ
179,wokeuplikethis*,"Playboi Carti",3546400,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt
180,"Me Enamoré",Shakira,3512850,https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9
181,"Chantaje (feat. Maluma)",Shakira,3472892,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
182,Starving,"Hailee Steinfeld",3471847,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
183,"First Time",Kygo,3471147,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
184,Unforgettable,"Thomas Rhett",3452557,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
185,Revenge,XXXTENTACION,3451611,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
186,"Stay With Me","Sam Smith",3447712,https://open.spotify.com/track/5Db9VIdDsN5yu3Eu7CT0i4
187,"Younger Now","Miley Cyrus",3438591,https://open.spotify.com/track/2fGxYYMQbVqgIdaqfz2OwA
188,"Now Or Never",Halsey,3391786,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
189,"Love Yourself","Justin Bieber",3373588,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
190,"24K Magic","Bruno Mars",3346372,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
191,"Sua Cara (feat. Anitta & Pabllo Vittar)","Major Lazer",3301384,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
192,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",3298885,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
193,"Came Here for Love",Sigala,3296280,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD
194,Mercy,"Shawn Mendes",3285333,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
195,"El Amante","Nicky Jam",3284999,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
196,"Tunnel Vision","Kodak Black",3283871,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
197,"Free Fallin'","Tom Petty",3273724,https://open.spotify.com/track/5tVA6TkbaAH9QMITTQRrNv
198,"Bounce Back","Big Sean",3269700,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
199,Rain,"The Script",3261721,https://open.spotify.com/track/2QWP8NYYplOqEFBYGCcq0S
200,"Super Far",LANY,3256983,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
