,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
48,"Despacito - Remix","Luis Fonsi",8876288,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
49,"I Get The Bag (feat. Migos)","Gucci Mane",8639352,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
50,"There's Nothing Holdin' Me Back","Shawn Mendes",8158186,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
51,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",7808788,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
52,"Perro Fiel (feat. Nicky Jam)",Shakira,7703338,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL
53,Bonita,"J Balvin",7686611,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v
54,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,7585890,https://open.spotify.com/track/69Naniu2KjKjaQOBUagE8U
55,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",7571652,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
56,"Good Old Days (feat. Kesha)",Macklemore,7481676,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
57,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",7465684,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
58,"Felices los 4",Maluma,7460085,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
59,"Plain Jane","A$AP Ferg",7454435,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
60,"Reggaetón Lento (Remix)",CNCO,7446047,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
61,"Que Va","Alex Sensation",7416374,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
62,Believer,"Imagine Dragons",7413820,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
63,"Go Flex","Post Malone",7387419,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
64,"Something Just Like This","The Chainsmokers",7323312,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
65,"Báilame - Remix",Nacho,7248331,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
66,"A Different Way (with Lauv)","DJ Snake",7201200,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
67,"BUTTERFLY EFFECT","Travis Scott",7198404,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
68,"Bad At Love",Halsey,7147419,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
69,"Strip That Down","Liam Payne",6921653,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
70,"Escápate Conmigo",Wisin,6894512,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
71,Mama,"Jonas Blue",6776616,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
72,Questions,"Chris Brown",6759422,https://open.spotify.com/track/3ojTJaonfkL96iIWa47SU3
73,goosebumps,"Travis Scott",6618457,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
74,"I Miss You (feat. Julia Michaels)","Clean Bandit",6543306,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
75,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",6536925,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
76,"Robarte un Beso","Carlos Vives",6471551,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T
77,"Suena El Dembow","Joey Montana",6372023,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI
78,Location,Khalid,6357873,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
79,"Slow Hands","Niall Horan",6350163,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
80,"Bedroom Floor","Liam Payne",6331893,https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ
81,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",6116712,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
82,"Say You Won't Let Go","James Arthur",6027733,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
83,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",5975185,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
84,"Una Lady Como Tú","Manuel Turizo",5944849,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
85,Vuelve,"Daddy Yankee",5893895,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv
86,"Ghostface Killers","21 Savage",5872556,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
87,"Candy Paint","Post Malone",5864342,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
88,"No Limit",G-Eazy,5793589,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
89,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",5705411,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
90,"If I'm Lucky","Jason Derulo",5679903,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh
91,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",5617027,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
92,"Man's Not Hot","Big Shaq",5570344,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
93,"...Ready For It?","Taylor Swift",5569986,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM
94,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,5553268,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
95,"2U (feat. Justin Bieber)","David Guetta",5520011,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
96,"Was Du Liebe nennst",Bausa,5467145,https://open.spotify.com/track/4hKWUzhQWsOkgT6LnDEASe
97,"Kids in Love",Kygo,5433709,https://open.spotify.com/track/2UxfcZJCphbEkfbZ6nLiDx
98,"Ahora Dice","Chris Jeday",5415065,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy
99,"Symphony (feat. Zara Larsson)","Clean Bandit",5410841,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
100,"Mask Off",Future,5325582,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
101,"Slippery (feat. Gucci Mane)",Migos,5303803,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
102,"Tú Foto",Ozuna,5254533,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf
103,Anywhere,"Rita Ora",5240590,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
104,"Your Song","Rita Ora",5181899,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
105,"That's What I Like","Bruno Mars",5043635,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
106,"All Falls Down","Alan Walker",5037367,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
107,"It Ain't Me (with Selena Gomez)",Kygo,5036641,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
108,"Galway Girl","Ed Sheeran",5014077,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
109,Explícale,Yandel,4949694,https://open.spotify.com/track/1LszjjoVwDDZcWUQbzeDLG
110,"White Iverson","Post Malone",4936730,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
111,"Feels Great (feat. Fetty Wap & CVBZ)","Cheat Codes",4875404,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN
112,Closer,"The Chainsmokers",4858653,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
113,"Rake It Up","Yo Gotti",4805771,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY
114,"No Promises (feat. Demi Lovato)","Cheat Codes",4788661,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
115,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",4738858,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
116,"There for You","Martin Garrix",4715338,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
117,"3 A.M.","Jesse & Joy",4710671,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu
118,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",4695117,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
119,Pray,"Sam Smith",4691312,https://open.spotify.com/track/0D8ZpOXVjapLXrjz5VfZSD
120,"One Dance",Drake,4682284,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
121,"Hey DJ",CNCO,4609143,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl
122,"El Farsante",Ozuna,4598593,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ
123,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4577358,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
124,"Stay (with Alessia Cara)",Zedd,4571764,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
125,"Bella y Sensual","Romeo Santos",4526818,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
126,New,Daya,4454569,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK
127,Redbone,"Childish Gambino",4447999,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
128,Photograph,"Ed Sheeran",4403078,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
129,"Everybody Dies In Their Nightmares",XXXTENTACION,4352598,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
130,Starboy,"The Weeknd",4345346,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
131,"Thinking Out Loud","Ed Sheeran",4322687,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
132,Thriller,"Michael Jackson",4210906,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0
133,DNA.,"Kendrick Lamar",4199953,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
134,Issues,"Julia Michaels",4174508,https://open.spotify.com/track/6D0b04NJIKfEMg040WioJQ
135,"Loco Enamorado","Abraham Mateo",4121646,https://open.spotify.com/track/4N1c5rmWOzRmB9SMacr5wB
136,"Look At Me!",XXXTENTACION,4108968,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18
137,"The Race",Tay-K,4076944,https://open.spotify.com/track/5RCfvwDewu6p2x1mEI6smX
138,"Como Antes",Yandel,4062193,https://open.spotify.com/track/5YzA563GXTuwQaRq24z1k5
139,OK,"Robin Schulz",4042455,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
140,"Scared to Be Lonely","Martin Garrix",4019512,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
141,"Krippy Kush",Farruko,4019112,https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9
142,"Sauce It Up","Lil Uzi Vert",4010289,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
143,Burning,"Sam Smith",3996711,https://open.spotify.com/track/7FzhZ7C3NhM1UyqSHV9ytY
144,"Help Me Out (with Julia Michaels)","Maroon 5",3980119,https://open.spotify.com/track/2uSLx5uwRIhiA3sJJraNqX
145,Transportin',"Kodak Black",3969497,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn
146,Passionfruit,Drake,3947972,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
147,"Fetish (feat. Gucci Mane)","Selena Gomez",3947969,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
148,"Ric Flair Drip (& Metro Boomin)",Offset,3940583,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
149,"do re mi (feat. Gucci Mane)",Blackbear,3917112,https://open.spotify.com/track/53mrVsi49rLHIaKBiSvElG
150,"Rich Love (with Seeb)",OneRepublic,3913789,https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD
151,"I Feel It Coming","The Weeknd",3900908,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
152,Magnolia,"Playboi Carti",3853885,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
153,"LOVE. FEAT. ZACARI.","Kendrick Lamar",3844216,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
154,"Patek Water",Future,3841357,https://open.spotify.com/track/7r6LNJT2LqpLpEyZQJPygt
155,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",3823216,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
156,"Si Tú La Ves","Nicky Jam",3809348,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE
157,"Whatever It Takes","Imagine Dragons",3755945,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
158,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",3710231,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
159,"Most Girls","Hailee Steinfeld",3700674,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
160,Happier,"Ed Sheeran",3666521,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
161,"Mr. Brightside","The Killers",3665313,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
162,Praying,Kesha,3661359,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
163,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",3648897,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
164,"Castle on the Hill","Ed Sheeran",3597445,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
165,"Love Galore",SZA,3587316,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
166,"Swish Swish","Katy Perry",3571239,https://open.spotify.com/track/2kVHAQKVtczchKctctzbtK
167,SUTRA,"Sebastian Yatra",3564470,https://open.spotify.com/track/5TmZYdHW6HJ9gt7Aokuql5
168,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,3556900,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
169,"Relationship (feat. Future)","Young Thug",3549569,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
170,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3540899,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
171,"Sign of the Times","Harry Styles",3536159,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
172,"Body Like A Back Road","Sam Hunt",3527692,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
173,"Pills & Automobiles","Chris Brown",3522917,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5
174,"Is That For Me",Alesso,3514961,https://open.spotify.com/track/2KwojFDebQV4J2b0JMRR5Q
175,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",3510352,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA
176,"It's A Vibe","2 Chainz",3503222,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
177,"What Ifs","Kane Brown",3488593,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
178,Malibu,"Miley Cyrus",3486452,https://open.spotify.com/track/1UZOjK1BwmwWU14Erba9CZ
179,"iSpy (feat. Lil Yachty)",KYLE,3470996,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
180,"Wonderwall - Remastered",Oasis,3435785,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
181,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",3420592,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
182,"24K Magic","Bruno Mars",3419787,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
183,"Otra Vez (feat. J Balvin)","Zion & Lennox",3417553,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
184,"Let Me Love You","DJ Snake",3413635,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
185,"I Just Can't",R3HAB,3407878,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS
186,"Crying in the Club","Camila Cabello",3400037,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
187,"Stay With Me","Sam Smith",3393006,https://open.spotify.com/track/5Db9VIdDsN5yu3Eu7CT0i4
188,Paris,"The Chainsmokers",3379532,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
189,"Easy Love",Lauv,3373278,https://open.spotify.com/track/2ZE3DJuizYTad2S4CvRRhK
190,"Ahora Me Llama","Karol G",3368899,https://open.spotify.com/track/11ZRYISCsAsLyyJo47DudZ
191,"Treat You Better","Shawn Mendes",3366976,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
192,"Rap Saved Me","21 Savage",3365677,https://open.spotify.com/track/0tdCy39PgWN8LFWu34ORn3
193,"The Scientist",Coldplay,3347256,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
194,"'Till I Collapse",Eminem,3342555,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT
195,"Would You Ever",Skrillex,3342554,https://open.spotify.com/track/57p8CBvPOxrvyCbn6ttl5r
196,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",3342062,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
197,"Don't Let Me Down","The Chainsmokers",3331979,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
198,"Me Llamas (feat. Maluma) - Remix","Piso 21",3323806,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
199,"Solo Dance","Martin Jensen",3281473,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
200,"Love Yourself","Justin Bieber",3243990,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
