,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
62,"Would You Ever",Skrillex,7066537,https://open.spotify.com/track/57p8CBvPOxrvyCbn6ttl5r
63,"Ahora Dice","Chris Jeday",7041209,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy
64,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",6940416,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
65,"That's What I Like","Bruno Mars",6939741,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
66,"No Promises (feat. Demi Lovato)","Cheat Codes",6937445,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
67,"Stay (with Alessia Cara)",Zedd,6861384,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
68,"Robarte un Beso","Carlos Vives",6803032,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T
69,"Reggaetón Lento (Remix)",CNCO,6602123,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
70,"It Ain't Me (with Selena Gomez)",Kygo,6527957,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
71,Redbone,"Childish Gambino",6504426,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
72,goosebumps,"Travis Scott",6441038,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
73,"Love Galore",SZA,6402678,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
74,"Mask Off",Future,6338481,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
75,"Instruction (feat. Demi Lovato & Stefflon Don)","Jax Jones",6330917,https://open.spotify.com/track/0XfOi87h82i09rQjWYG0Bm
76,"Tú Foto",Ozuna,6323933,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf
77,"I Get The Bag (feat. Migos)","Gucci Mane",6298698,https://open.spotify.com/track/1HTtUBEY3tuw2btgwwI2Ja
78,"Galway Girl","Ed Sheeran",6257432,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
79,"Krippy Kush",Farruko,6214391,https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb
80,"Say You Won't Let Go","James Arthur",6213887,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
81,"Hey DJ",CNCO,5997823,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl
82,"If I'm Lucky","Jason Derulo",5984377,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh
83,OMG,"Camila Cabello",5983334,https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp
84,"Báilame - Remix",Nacho,5941527,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
85,DNA.,"Kendrick Lamar",5932890,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
86,Magnolia,"Playboi Carti",5829618,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
87,OK,"Robin Schulz",5772913,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
88,"Get Low (with Liam Payne)",Zedd,5728177,https://open.spotify.com/track/1CKd1PnqfYx0H12V9MSaIY
89,Signs,Drake,5702344,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO
90,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",5683921,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
91,Issues,"Julia Michaels",5584613,https://open.spotify.com/track/0xG0SHshCStMEyNbNC5d4k
92,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,5570290,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
93,Closer,"The Chainsmokers",5558826,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
94,Slide,"Calvin Harris",5420463,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
95,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",5399787,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
96,"Crying in the Club","Camila Cabello",5327006,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
97,"Swish Swish","Katy Perry",5264884,https://open.spotify.com/track/2kVHAQKVtczchKctctzbtK
98,"Rake It Up","Yo Gotti",5207912,https://open.spotify.com/track/6c7D34787LOtPm8tzhsLgH
99,Revenge,XXXTENTACION,5172888,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
100,"Bad Liar","Selena Gomez",5160121,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
101,"Most Girls","Hailee Steinfeld",5093642,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
102,Down,"Fifth Harmony",5086767,https://open.spotify.com/track/20H2Hd5AkUcRjB4yL3UQtJ
103,Passionfruit,Drake,5079626,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
104,Perfect,"Ed Sheeran",5043152,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
105,Malibu,"Miley Cyrus",5042470,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
106,"Bella y Sensual","Romeo Santos",4985674,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
107,Starboy,"The Weeknd",4940105,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
108,"Slippery (feat. Gucci Mane)",Migos,4915963,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
109,"La Rompe Corazones","Daddy Yankee",4862841,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3
110,"It's A Vibe","2 Chainz",4846845,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
111,Photograph,"Ed Sheeran",4819058,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
112,"One Dance",Drake,4757646,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
113,"El Farsante",Ozuna,4696873,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ
114,"Me Enamoré",Shakira,4660153,https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9
115,"Se Preparó",Ozuna,4630735,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
116,"I Feel It Coming","The Weeknd",4601226,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
117,"Body Like A Back Road","Sam Hunt",4582367,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
118,"Scared to Be Lonely","Martin Garrix",4562548,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
119,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",4531559,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
120,"SUBEME LA RADIO","Enrique Iglesias",4451074,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
121,"Que Va","Alex Sensation",4437415,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
122,"Came Here for Love",Sigala,4421974,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD
123,"Super Far",LANY,4397867,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
124,"Sign of the Times","Harry Styles",4392903,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
125,"El Amante","Nicky Jam",4376760,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
126,"Otra Vez (feat. J Balvin)","Zion & Lennox",4322950,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
127,"Sigo Extrañándote","J Balvin",4306169,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8
128,"Solo Dance","Martin Jensen",4297799,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
129,"Sauce It Up","Lil Uzi Vert",4267903,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
130,"Now Or Never",Halsey,4266895,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
131,"LOVE. FEAT. ZACARI.","Kendrick Lamar",4245373,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
132,"Sua Cara (feat. Anitta & Pabllo Vittar)","Major Lazer",4221121,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
133,"Castle on the Hill","Ed Sheeran",4207295,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
134,"Depression & Obsession",XXXTENTACION,4188233,https://open.spotify.com/track/2H3wWrnO758y0fPH7Ilerg
135,X,"Lil Uzi Vert",4178369,https://open.spotify.com/track/5tRmoZRoupvMYPV1oezFrH
136,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",4155934,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
137,"iSpy (feat. Lil Yachty)",KYLE,4152701,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
138,"Look At Me!",XXXTENTACION,4139852,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw
139,"Summer Air",ItaloBrothers,4112222,https://open.spotify.com/track/3GPI7hYiqD6enLRobhkBm8
140,"Loco Enamorado","Abraham Mateo",4101269,https://open.spotify.com/track/4N1c5rmWOzRmB9SMacr5wB
141,"Si Tú La Ves","Nicky Jam",4100970,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE
142,"Thinking Out Loud","Ed Sheeran",4090618,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
143,"do re mi (feat. Gucci Mane)",Blackbear,4080708,https://open.spotify.com/track/53mrVsi49rLHIaKBiSvElG
144,"Ahora Me Llama","Karol G",4018696,https://open.spotify.com/track/61HHDBLqF3AmSvLfHKNGd2
145,"First Time",Kygo,4011232,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
146,Paris,"The Chainsmokers",3989577,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
147,"Carry On",XXXTENTACION,3972666,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
148,"Perplexing Pegasus","Rae Sremmurd",3971215,https://open.spotify.com/track/2nYwV62UABTH0NanrwVIdQ
149,"Chantaje (feat. Maluma)",Shakira,3971057,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
150,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,3926386,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
151,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",3913621,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
152,"Let Me Love You","DJ Snake",3876817,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
153,"Don't Let Me Down","The Chainsmokers",3875468,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
154,Besándote,"Piso 21",3872988,https://open.spotify.com/track/13X0XdLMOdtbXVtAj2ox4h
155,"Treat You Better","Shawn Mendes",3849270,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
156,"Complicated (feat. Kiiara)","Dimitri Vegas & Like Mike",3827822,https://open.spotify.com/track/1Sl3njkhhz8nrSPZroDQ82
157,"Me Llamas (feat. Maluma) - Remix","Piso 21",3820782,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
158,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",3809155,https://open.spotify.com/track/6Q2FftbUG530lCtBI74bMH
159,Rain,"The Script",3801890,https://open.spotify.com/track/2QWP8NYYplOqEFBYGCcq0S
160,Starving,"Hailee Steinfeld",3765932,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
161,"Save Me",XXXTENTACION,3702129,https://open.spotify.com/track/2UwbhMie1EAYuTZ0QXeMwl
162,"Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version",Pitbull,3683581,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez
163,444+222,"Lil Uzi Vert",3679297,https://open.spotify.com/track/1QgTBfRN5m81a5K01qens6
164,Why,"Sabrina Carpenter",3636653,https://open.spotify.com/track/2jYmK1cb3Uya6FFsocdpzO
165,"24K Magic","Bruno Mars",3583707,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
166,"Marmalade (feat. Lil Yachty)",Macklemore,3581680,https://open.spotify.com/track/0RYXEibxMami3QuT8kn4Iz
167,"Call On Me - Ryan Riback Extended Remix",Starley,3570931,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
168,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",3535369,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
169,Unforgettable,"Thomas Rhett",3504100,https://open.spotify.com/track/0ZiRSqlSsDlY0UyDYU9CTE
170,"Go Flex","Post Malone",3482706,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
171,"Fake Love",Drake,3476836,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
172,"Side To Side","Ariana Grande",3466313,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
173,"Bounce Back","Big Sean",3459882,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
174,Báilame,Nacho,3450337,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C
175,"The Race",Tay-K,3434002,https://open.spotify.com/track/5RCfvwDewu6p2x1mEI6smX
176,"Love Yourself","Justin Bieber",3429163,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
177,Happier,"Ed Sheeran",3405679,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
178,"Think Before I Talk","Astrid S",3403038,https://open.spotify.com/track/0Clb9aiXWa0dvVff5aN4VN
179,"Lose Yourself - Soundtrack Version",Eminem,3400030,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ
180,"In the Name of Love","Martin Garrix",3387701,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L
181,"Reggaetón Lento (Bailemos)",CNCO,3353781,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
182,Rollin,"Calvin Harris",3353542,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau
183,"White Iverson","Post Malone",3292535,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
184,Mercy,"Shawn Mendes",3273453,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
185,"You Don't Know Me - Radio Edit","Jax Jones",3264703,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
186,"No Complaints","Metro Boomin",3260284,https://open.spotify.com/track/6kig1UFggPUyZBCvXD3Wod
187,T-Shirt,Migos,3229755,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
188,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",3193225,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p
189,"The Night We Met","Lord Huron",3190717,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK
190,Faded,"Alan Walker",3173668,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
191,"do re mi",Blackbear,3170807,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY
192,"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",3160615,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl
193,Tuesday,"Burak Yeter",3156548,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR
194,"Tunnel Vision","Kodak Black",3117376,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
195,"Bebe (feat. Anuel AA)",Ozuna,3107849,https://open.spotify.com/track/6SIrNxmmdbv1KUbFBu1PaN
196,"Relationship (feat. Future)","Young Thug",3104172,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
197,Explícale,Yandel,3100361,https://open.spotify.com/track/48yAM9xWBwT4Ac9G1y20rw
198,"'Till I Collapse",Eminem,3093633,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT
199,"The Scientist",Coldplay,3088731,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
200,"Loca (feat. Cali Y El Dandee)","Maite Perroni",3079372,https://open.spotify.com/track/05ZXXyeZFhZtA6DAP3Aw7x
