,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
66,"Be Careful","Cardi B",8603579,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
67,"Échame La Culpa","Luis Fonsi",8445172,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
68,Delicate,"Taylor Swift",8138933,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
69,"Levels - Radio Edit",Avicii,8133286,https://open.spotify.com/track/5B03nSG8pLE48jh7kmasuL
70,Perfect,"Ed Sheeran",8112638,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
71,Youngblood,"5 Seconds of Summer",8101729,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
72,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",8061096,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
73,Motiv8,"J. Cole",8055124,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
74,"Síguelo Bailando",Ozuna,7971011,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
75,"Powerglide (feat. Juicy J)","Rae Sremmurd",7942582,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
76,Esskeetit,"Lil Pump",7810283,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
77,Moonlight,XXXTENTACION,7551718,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
78,"El Préstamo",Maluma,7522410,https://open.spotify.com/track/0QS5rZpm5zN9wV9lJgjyUE
79,"Never Be the Same","Camila Cabello",7475828,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
80,"Lonely Together (feat. Rita Ora)",Avicii,7449323,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
81,"I Wanna Know (feat. Bea Miller)",NOTD,7385687,https://open.spotify.com/track/2og9I9rQwr2XdTLJUupfT1
82,Wolves,"Selena Gomez",7327907,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
83,"1985 - Intro to “The Fall Off”","J. Cole",7300048,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
84,Familiar,"Liam Payne",7252279,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
85,Famous,"Mason Ramsey",7240523,https://open.spotify.com/track/2HGymMoOdB4ZYv0AAqYmgF
86,"Waiting For Love",Avicii,7048447,https://open.spotify.com/track/6nsLzJfvp5OLd4mgqUJkpq
87,Criminal,"Natti Natasha",7024589,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
88,1950,"King Princess",6991356,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
89,Thunder,"Imagine Dragons",6972866,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
90,"XO TOUR Llif3","Lil Uzi Vert",6821404,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
91,"Feel It Still","Portugal. The Man",6756667,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
92,"La Player (Bandolera)","Zion & Lennox",6732588,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
93,Chun-Li,"Nicki Minaj",6699711,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
94,Congratulations,"Post Malone",6687551,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
95,Believer,"Imagine Dragons",6677471,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
96,Somebody,"The Chainsmokers",6618002,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
97,Photograph,"J. Cole",6601767,https://open.spotify.com/track/0bhnUFDQFCEHCBlsQfHnj5
98,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",6464353,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
99,Everyday,Logic,6416009,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
100,Amorfoda,"Bad Bunny",6364195,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
101,"River (feat. Ed Sheeran)",Eminem,6338435,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
102,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",6309380,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
103,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",6305958,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
104,"Too Good At Goodbyes","Sam Smith",6273017,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
105,"Stir Fry",Migos,6270174,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
106,Dembow,"Danny Ocean",6234028,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
107,Corazón,Maluma,6229726,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
108,"Pray For Me (with Kendrick Lamar)","The Weeknd",6185547,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
109,"Jocelyn Flores",XXXTENTACION,6182178,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
110,"Te Amo","Piso 21",6173758,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
111,Downtown,Anitta,6061506,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
112,Silence,Marshmello,6005417,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
113,"Let You Down",NF,5991445,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
114,"The Nights",Avicii,5947362,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
115,"Young Dumb & Broke",Khalid,5897482,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
116,"lovely (with Khalid)","Billie Eilish",5895558,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
117,HUMBLE.,"Kendrick Lamar",5865361,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
118,"Hey Brother",Avicii,5785265,https://open.spotify.com/track/3zKST4nk4QJE77oLjUZ0Ng
119,"Wasted Times","The Weeknd",5640637,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
120,"Sick Boy","The Chainsmokers",5542398,https://open.spotify.com/track/08hm0V6cTsWDX62hW42sEv
121,Sensualidad,"Bad Bunny",5512243,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
122,Neymar,"Capital Bra",5484425,https://open.spotify.com/track/0d0d2CuQSQDF7Q7vNhwA3i
123,"Sin Pijama","Becky G",5386051,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
124,changes,XXXTENTACION,5364390,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
125,Breathe,"Jax Jones",5343314,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
126,"What Lovers Do (feat. SZA)","Maroon 5",5337266,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
127,"Madura (feat. Bad Bunny)",Cosculluela,5307812,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
128,Unforgettable,"French Montana",5290536,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
129,"Say You Won't Let Go","James Arthur",5271469,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
130,"Bodak Yellow","Cardi B",5239394,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
131,"EL BAÑO","Enrique Iglesias",5204207,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
132,"Dusk Till Dawn - Radio Edit",ZAYN,5119099,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
133,"This Is Me","Keala Settle",5082390,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
134,"Rewrite The Stars","Zac Efron",5079474,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
135,"Bum Bum Tam Tam","MC Fioti",5076380,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
136,"One Dance",Drake,5051029,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
137,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",5030445,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
138,"I Miss You (feat. Julia Michaels)","Clean Bandit",5013540,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
139,Solita,Ozuna,5012874,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
140,"Something Just Like This","The Chainsmokers",4997990,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
141,Ahora,"J Balvin",4954004,https://open.spotify.com/track/54OB85nuxYGfl7qRQXuz7c
142,"Answerphone (feat. Yxng Bane)","Banx & Ranx",4930069,https://open.spotify.com/track/1HagMz5nWk1HmevNCBOxF3
143,goosebumps,"Travis Scott",4904739,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
144,"El Farsante - Remix",Ozuna,4890911,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
145,BRACKETS,"J. Cole",4883199,https://open.spotify.com/track/5sWbwccBcyHsg5LEKWGZo9
146,"Whatever It Takes","Imagine Dragons",4859222,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
147,"Him & I (with Halsey)",G-Eazy,4841388,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
148,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",4823196,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
149,"More Than You Know","Axwell /\ Ingrosso",4816922,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
150,"Dura - Remix","Daddy Yankee",4813672,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
151,1-800-273-8255,Logic,4812854,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
152,"Me Rehúso","Danny Ocean",4736141,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
153,Happier,"Ed Sheeran",4715457,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
154,"Chasing Fire",Lauv,4701275,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
155,"The Cut Off (feat. kiLL edward)","J. Cole",4700772,https://open.spotify.com/track/3rFF7kSm5qBOOPs6ljFgPp
156,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",4696735,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
157,1942,G-Eazy,4688527,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
158,"Bartier Cardi (feat. 21 Savage)","Cardi B",4685992,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
159,Closer,"The Chainsmokers",4673554,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
160,Location,Khalid,4671356,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
161,"I Like Me Better",Lauv,4652154,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
162,Attention,"Charlie Puth",4643297,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
163,"Sorry Not Sorry","Demi Lovato",4619818,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
164,Beautiful,Bazzi,4615342,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
165,Esperándote,"Manuel Turizo",4562521,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj
166,"Drip (feat. Migos)","Cardi B",4550641,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
167,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,4510769,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
168,"Bank Account","21 Savage",4485446,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
169,Paradise,"George Ezra",4483155,https://open.spotify.com/track/38zwkK6TtTjIW9tpYBfZ3D
170,"Lift Yourself","Kanye West",4447429,https://open.spotify.com/track/3uYDO9dPLTVrgfwg7EYXSf
171,"Ye vs. the People (starring TI as the People)","Kanye West",4422052,https://open.spotify.com/track/69b0SDYOymaqYwm3la237H
172,Anywhere,"Rita Ora",4405374,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
173,"Drink About",Seeb,4384916,https://open.spotify.com/track/2GGGm4MLQynB3I4E4ycIYC
174,"Red Roses (feat. Landon Cube)","Lil Skies",4384603,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
175,"BUTTERFLY EFFECT","Travis Scott",4366507,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
176,"Mi Gente","J Balvin",4364368,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
177,"Despacito - Remix","Luis Fonsi",4350842,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
178,Barking,Ramz,4343915,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
179,"Plain Jane","A$AP Ferg",4340450,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
180,GOTTI,6ix9ine,4339222,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
181,"Window Pain - Outro","J. Cole",4327915,https://open.spotify.com/track/5Lgqu1th1KqlG97OF2gWGe
182,Betrayed,"Lil Xan",4323651,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
183,"Só Quer Vrau","MC MM",4291810,https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J
184,"Se Preparó",Ozuna,4229173,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
185,"I Do (feat. SZA)","Cardi B",4224554,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
186,"Go Flex","Post Malone",4189503,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
187,"Thinking Out Loud","Ed Sheeran",4160688,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
188,Africa,Toto,4137410,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
189,Photograph,"Ed Sheeran",4112732,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
190,"That's What I Like","Bruno Mars",4099741,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
191,"Nena Maldicion (feat. Lenny Tavarez)","Paulo Londra",4081945,https://open.spotify.com/track/3TnhQSRwT3AVMdXw5JPq0x
192,Heaven,"Julia Michaels",4079067,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
193,"Symphony (feat. Zara Larsson)","Clean Bandit",4072680,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
194,"I'm Yours","Jason Mraz",4071997,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
195,"There's Nothing Holdin' Me Back","Shawn Mendes",4056891,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
196,"How Long","Charlie Puth",4054694,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
197,"Nowadays (feat. Landon Cube)","Lil Skies",4040463,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
198,"To My Love - Tainy Remix","Bomba Estéreo",4032327,https://open.spotify.com/track/5LciLoxa1gK70yIUeoHgRx
199,"All Falls Down","Alan Walker",4018319,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
200,"Try Me","The Weeknd",3981161,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
